56487.423674  nan      nan
56498.385906  13.6374  0.064765
56498.407316  13.5624  0.03724
56504.370780  12.4719  0.057055
56504.281807  12.69    0.03363
56505.252825  12.6963  0.05073
56506.366582  12.5954  0.03121
56506.250173  12.5971  0.043805
56507.362214  12.5915  0.03139
56508.358492  12.5583  0.0313
56508.246481  12.5637  0.03822
56510.362809  12.5655  0.035455
56510.242164  12.5571  0.041915
56512.234089  12.5709  0.03558
56513.350611  12.556   0.03576
56513.246651  12.572   0.0315
56517.220468  12.5854  0.04228
56521.344937  12.6515  0.03307
56521.210991  12.6701  0.05456
56522.322278  12.7057  0.03614
56523.317126  12.8018  0.03775
56523.247110  12.6461  0.040215
56524.360002  12.7911  0.04355
56525.312285  12.7307  0.037495
56526.249148  12.6724  0.0443
56527.305853  12.9702  0.03918
56530.184841  12.8831  0.043675
56531.184652  12.8994  0.08752
56533.261400  12.9574  0.03486
56534.294452  12.9615  0.033315
56534.194855  12.9863  0.034735
56535.184934  13.0145  0.036185
56536.184851  13.0247  0.04061
56537.278929  13.0158  0.03223
56537.166648  13.0116  0.04427
56538.163961  13.0304  0.03767
56539.281587  13.0808  0.033805
56539.161191  13.0563  0.041325
56540.290265  13.1136  0.03368
56540.160003  13.0734  0.048495
56541.170496  13.1218  0.033135
56542.151486  13.1226  0.049455
56543.263976  13.1386  0.03346
56543.158677  13.1414  0.032745
56549.329317  13.2558  0.033915
56549.133741  13.2296  0.04887
56563.207937  13.4574  0.033775
56563.095744  13.3289  0.04778
56565.202296  13.4625  0.032735
56565.090743  13.4417  0.045715
56567.084179  13.4756  0.04286
56568.196047  13.5068  0.032975
56568.107299  13.4943  0.031915
56569.213713  13.4821  0.03264
56569.082452  13.4647  0.044915
56570.232976  13.5571  0.033325
56570.105678  13.5402  0.03268
56571.231798  13.5432  0.034225
56571.104837  13.5776  0.034395
56572.201422  13.5521  0.03505
56572.135280  13.603   0.03426
56573.188384  12.7607  0.04364
56573.089565  13.6598  0.039265
56574.170410  13.6537  0.03564
56575.181754  13.6252  0.03271
56575.087886  13.6448  0.034635
56576.175025  13.6127  0.03893
56578.086446  13.7149  0.04175
56586.370086  14.0161  0.06764
56586.264726  13.9187  0.043775
56587.146425  13.909   0.0491
56587.124349  14.0675  0.039335
56588.146691  13.9548  0.035585
56588.101070  13.9859  0.034325
56589.159849  13.9895  0.033375
56589.073639  13.9751  0.031775
56590.157963  14.0164  0.03333
56590.071567  14.0277  0.031685
56591.155728  14.0526  0.03147
56591.070963  14.0728  0.03188
56592.095791  14.1032  0.03218
56593.126685  14.2582  0.03696
56593.070123  14.3308  0.036185
56594.181629  14.3868  0.04407
56596.287927  14.6935  0.042105
56597.093074  nan      nan
56599.070204  15.1537  0.032765
56602.160043  15.5474  0.034125
56602.074540  15.5614  0.03459
56603.236586  15.6919  0.03828
56605.319194  15.7147  0.043
56605.246590  15.7037  0.04123
56606.137439  15.7785  0.038675
56606.068230  15.7209  0.040425
56607.131136  15.792   0.044905
56608.087499  15.9062  0.063845
56608.062383  15.8233  0.04181
56616.094089  15.9572  0.079975
56616.065497  16.0699  0.054275
56617.126476  15.9246  0.081565
56617.081320  16.0073  0.03866
56618.156652  15.935   0.0966
56626.138526  15.9454  0.071685
56627.270768  16.0434  0.088065
56627.102563  15.9273  0.127165
56628.216401  nan      nan
56630.179564  16.1358  0.097185
56630.084435  16.1912  0.06813
56631.121646  16.1772  0.048295
56631.097908  16.1737  0.043765
56645.104887  16.5196  0.18972
56650.202108  16.3405  0.06901
56651.177093  16.513   0.065395
56651.088060  16.5211  0.05337
56653.207476  16.7523  0.08174
56655.081196  16.4327  0.13459
56658.218966  16.8224  0.11455
56659.106102  16.6617  0.100365
56660.089312  16.5836  0.084235
56661.081180  16.625   0.07076
56664.186569  17.3688  0.22233
56665.079011  16.9387  0.219065
56668.079316  16.5255  0.1727
56670.146579  16.9075  0.273935
56670.084702  16.9362  0.15935
56671.136089  16.6985  0.213975
56671.087886  16.7018  0.128415
56672.140805  16.6952  0.233365
56672.087591  16.7579  0.125495
56673.093636  16.4986  0.07207
56673.087912  16.6641  0.089205
56674.107734  16.7167  0.122205
56674.080558  16.8811  0.16796
56675.116418  16.9329  0.13899
56675.088056  16.5517  0.07768
56676.131863  16.8979  0.098275
56676.090505  16.8253  0.08357
56677.094628  16.6979  0.145045
56678.117681  16.8318  0.10035
56678.091563  16.8353  0.076705
56679.121936  17.1478  0.10759
56679.095607  16.7952  0.052135
56682.173319  16.9476  0.105555
56683.127611  17.2725  0.14239
56683.096368  16.9437  0.07619
56686.101180  16.7122  0.10004
56687.118193  17.1109  0.101095
56688.139318  17.0005  0.200465
56689.121562  nan      nan
56692.093360  16.9513  0.137125
56693.090703  nan      nan
56703.103793  nan      nan
56706.110255  nan      nan
56707.106123  17.4412  0.190915
56708.105251  17.6249  0.30118
56711.107432  nan      nan
56715.109216  16.8679  0.19552
56716.109737  nan      nan
56717.110252  nan      nan
56727.106073  16.6746  0.24232
56728.107007  nan      nan
